# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-t" "gene" "-g" "ID" "-a" "reference/GWH_reference/annotation.gff" "-o" "counts/C0H_R1_counts.txt" "alignments/C0H_R1.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/C0H_R1.sorted.bam
GUL01G000391	GWHHCNU00000001.1	5249233	5250280	+	1048	0
GUL01G000392	GWHHCNU00000001.1	5254552	5255409	-	858	0
GUL01G000393	GWHHCNU00000001.1	5256044	5256331	+	288	0
GUL01G000394	GWHHCNU00000001.1	5256791	5260595	+	3805	29913
GUL01G000395	GWHHCNU00000001.1	5260686	5260988	-	303	50
GUL01G000396	GWHHCNU00000001.1	5262024	5264848	+	2825	1
GUL01G000397	GWHHCNU00000001.1	5264937	5265956	+	1020	0
GUL01G000398	GWHHCNU00000001.1	5268881	5269147	+	267	44
GUL01G000399	GWHHCNU00000001.1	5270019	5270348	+	330	13
GUL01G000400	GWHHCNU00000001.1	5274549	5274755	-	207	0
GUL01G000401	GWHHCNU00000001.1	5275977	5279181	-	3205	17
GUL01G000402	GWHHCNU00000001.1	5280456	5281485	+	1030	88
GUL01G000403	GWHHCNU00000001.1	5281588	5282196	+	609	86
GUL01G000404	GWHHCNU00000001.1	5282583	5282891	-	309	237
GUL01G000405	GWHHCNU00000001.1	5285054	5288087	+	3034	217
GUL01G000406	GWHHCNU00000001.1	5288257	5291132	-	2876	0
GUL01G000407	GWHHCNU00000001.1	5291696	5294456	+	2761	10
GUL01G000408	GWHHCNU00000001.1	5297211	5297420	+	210	7844
GUL01G000409	GWHHCNU00000001.1	5299583	5300128	-	546	16
GUL01G000410	GWHHCNU00000001.1	5301056	5303680	-	2625	481
GUL01G000411	GWHHCNU00000001.1	5305450	5306597	-	1148	367
GUL01G000412	GWHHCNU00000001.1	5306929	5308065	+	1137	529
GUL01G000413	GWHHCNU00000001.1	5308350	5310686	+	2337	463
GUL01G000414	GWHHCNU00000001.1	5311236	5311544	+	309	35
GUL01G000415	GWHHCNU00000001.1	5311643	5312706	-	1064	12
GUL01G000416	GWHHCNU00000001.1	5312835	5313230	+	396	109
GUL01G000417	GWHHCNU00000001.1	5314963	5316905	-	1943	712
GUL01G000418	GWHHCNU00000001.1	5317179	5319362	+	2184	523
GUL01G000419	GWHHCNU00000001.1	5322285	5322497	-	213	0
GUL01G000420	GWHHCNU00000001.1	5323482	5323697	+	216	0
GUL01G000421	GWHHCNU00000001.1	5324997	5325233	+	237	0
GUL01G000422	GWHHCNU00000001.1	5325682	5326304	+	623	0
GUL01G000423	GWHHCNU00000001.1	5327062	5327560	-	499	0
GUL01G000424	GWHHCNU00000001.1	5329024	5329326	-	303	0
GUL01G000425	GWHHCNU00000001.1	5330348	5330710	+	363	0
GUL01G000426	GWHHCNU00000001.1	5331860	5335765	-	3906	0
GUL01G000427	GWHHCNU00000001.1	5337428	5337937	+	510	20
GUL01G000428	GWHHCNU00000001.1	5338115	5338417	+	303	0
GUL01G000429	GWHHCNU00000001.1	5339806	5341023	+	1218	30
GUL01G000430	GWHHCNU00000001.1	5342147	5343228	+	1082	24
GUL01G000431	GWHHCNU00000001.1	5343639	5345226	-	1588	428
GUL01G000432	GWHHCNU00000001.1	5346654	5346890	-	237	4
GUL01G000433	GWHHCNU00000001.1	5347643	5349251	+	1609	37
GUL01G000434	GWHHCNU00000001.1	5349456	5349656	+	201	14
GUL01G000435	GWHHCNU00000001.1	5350732	5351001	-	270	10
GUL01G000436	GWHHCNU00000001.1	5353312	5353689	-	378	3132
GUL01G000437	GWHHCNU00000001.1	5358841	5364133	+	5293	44
GUL01G000438	GWHHCNU00000001.1	5364712	5368596	+	3885	78
GUL01G000439	GWHHCNU00000001.1	5369315	5369539	-	225	108
GUL01G000440	GWHHCNU00000001.1	5371838	5372407	-	570	0
GUL01G000441	GWHHCNU00000001.1	5372444	5375541	-	3098	7
GUL01G000442	GWHHCNU00000001.1	5376880	5378553	-	1674	0
GUL01G000443	GWHHCNU00000001.1	5379611	5380674	-	1064	0
GUL01G000444	GWHHCNU00000001.1	5382465	5383187	+	723	10
GUL01G000445	GWHHCNU00000001.1	5386469	5387041	+	573	109
GUL01G000446	GWHHCNU00000001.1	5387669	5388184	+	516	0
GUL01G000447	GWHHCNU00000001.1	5388847	5389207	-	361	0
GUL01G000448	GWHHCNU00000001.1	5395855	5396819	+	965	0
GUL01G000449	GWHHCNU00000001.1	5397267	5397739	-	473	0
GUL01G000450	GWHHCNU00000001.1	5400517	5400756	-	240	0
GUL01G000451	GWHHCNU00000001.1	5401146	5402446	+	1301	0
GUL01G000452	GWHHCNU00000001.1	5403360	5403590	-	231	0
GUL01G000453	GWHHCNU00000001.1	5406033	5406782	+	750	18
GUL01G000454	GWHHCNU00000001.1	5409104	5409328	+	225	9
GUL01G000455	GWHHCNU00000001.1	5411241	5412010	-	770	0
GUL01G000456	GWHHCNU00000001.1	5413987	5414499	+	513	0
GUL01G000457	GWHHCNU00000001.1	5414571	5417424	-	2854	16
GUL01G000458	GWHHCNU00000001.1	5421207	5421812	+	606	0
GUL01G000459	GWHHCNU00000001.1	5422124	5426258	+	4135	0
GUL01G000460	GWHHCNU00000001.1	5427306	5427785	-	480	0
GUL01G000461	GWHHCNU00000001.1	5430373	5431195	-	823	0
GUL01G000462	GWHHCNU00000001.1	5433644	5434131	-	488	0
GUL01G000463	GWHHCNU00000001.1	5435165	5435692	+	528	175
GUL01G000464	GWHHCNU00000001.1	5435963	5437737	+	1775	760
GUL01G000465	GWHHCNU00000001.1	5437665	5438334	+	670	0
GUL01G000466	GWHHCNU00000001.1	5438171	5438398	-	228	4
GUL01G000467	GWHHCNU00000001.1	5439840	5440100	+	261	18
GUL01G000468	GWHHCNU00000001.1	5440266	5441258	+	993	172
GUL01G000469	GWHHCNU00000001.1	5441705	5443672	-	1968	620
GUL01G000470	GWHHCNU00000001.1	5445307	5446509	-	1203	53
GUL01G000471	GWHHCNU00000001.1	5448358	5449910	+	1553	625
GUL01G000472	GWHHCNU00000001.1	5449967	5451353	+	1387	462
GUL01G000473	GWHHCNU00000001.1	5452799	5453372	-	574	0
GUL01G000474	GWHHCNU00000001.1	5453060	5454562	+	1503	0
GUL01G000475	GWHHCNU00000001.1	5456474	5456779	-	306	0
GUL01G000476	GWHHCNU00000001.1	5457539	5458575	+	1037	0
GUL01G000477	GWHHCNU00000001.1	5459457	5460451	-	995	1
GUL01G000478	GWHHCNU00000001.1	5461852	5462118	-	267	0
GUL01G000479	GWHHCNU00000001.1	5464084	5468025	+	3942	1
GUL01G000480	GWHHCNU00000001.1	5468428	5469244	-	817	0
GUL01G000481	GWHHCNU00000001.1	5470113	5470415	-	303	24
GUL01G000482	GWHHCNU00000001.1	5471784	5473652	-	1869	2
GUL01G000483	GWHHCNU00000001.1	5474296	5474547	-	252	0
GUL01G000484	GWHHCNU00000001.1	5478784	5479530	+	747	0
GUL01G000485	GWHHCNU00000001.1	5480204	5480410	-	207	0
GUL01G000486	GWHHCNU00000001.1	5481012	5482202	+	1191	0
GUL01G000487	GWHHCNU00000001.1	5482742	5482987	+	246	0
GUL01G000488	GWHHCNU00000001.1	5484333	5484668	+	336	0
GUL01G000489	GWHHCNU00000001.1	5485220	5485757	-	538	0
GUL01G000490	GWHHCNU00000001.1	5486078	5488056	+	1979	0
GUL01G000491	GWHHCNU00000001.1	5488823	5489053	-	231	0
GUL01G000492	GWHHCNU00000001.1	5489991	5490470	+	480	0
GUL01G000493	GWHHCNU00000001.1	5491382	5491597	-	216	0
GUL01G000494	GWHHCNU00000001.1	5491815	5492072	-	258	0
GUL01G000495	GWHHCNU00000001.1	5493672	5494472	+	801	0
GUL01G000496	GWHHCNU00000001.1	5564808	5566669	-	1862	0
GUL01G000497	GWHHCNU00000001.1	5574987	5577306	+	2320	0
GUL01G000498	GWHHCNU00000001.1	5654228	5655085	-	858	0
GUL01G000499	GWHHCNU00000001.1	5714984	5716905	-	1922	14
GUL01G000500	GWHHCNU00000001.1	5757835	5758440	+	606	0
GUL01G000501	GWHHCNU00000001.1	6007651	6009804	-	2154	0
GUL01G000502	GWHHCNU00000001.1	6169047	6169418	+	372	0
GUL01G000503	GWHHCNU00000001.1	6195527	6200936	+	5410	0
GUL01G000504	GWHHCNU00000001.1	6202907	6203131	-	225	0
GUL01G000505	GWHHCNU00000001.1	6248832	6249709	+	878	0
GUL01G000506	GWHHCNU00000001.1	6414125	6414589	-	465	0
GUL01G000507	GWHHCNU00000001.1	6498644	6499264	+	621	0
GUL01G000508	GWHHCNU00000001.1	6589956	6591107	+	1152	0
GUL01G000509	GWHHCNU00000001.1	6613519	6614282	-	764	0
GUL01G000510	GWHHCNU00000001.1	6688883	6690189	-	1307	0
GUL01G000511	GWHHCNU00000001.1	6706987	6707345	+	359	0
GUL01G000512	GWHHCNU00000001.1	6707375	6707662	+	288	0
GUL01G000513	GWHHCNU00000001.1	6708108	6708515	+	408	0
GUL01G000514	GWHHCNU00000001.1	6708558	6709461	+	904	0
GUL01G000515	GWHHCNU00000001.1	6714946	6715893	-	948	0
GUL01G000516	GWHHCNU00000001.1	6715971	6716252	-	282	0
GUL01G000517	GWHHCNU00000001.1	6716360	6717283	-	924	0
GUL01G000518	GWHHCNU00000001.1	6717343	6719113	-	1771	0
GUL01G000519	GWHHCNU00000001.1	6743423	6743659	-	237	0
GUL01G000520	GWHHCNU00000001.1	6764764	6765042	-	279	0
GUL01G000521	GWHHCNU00000001.1	6769628	6770089	-	462	0
GUL01G000522	GWHHCNU00000001.1	6826042	6826275	-	234	20
GUL01G000523	GWHHCNU00000001.1	6839980	6840573	-	594	0
GUL01G000524	GWHHCNU00000001.1	6840929	6841237	-	309	0
GUL01G000525	GWHHCNU00000001.1	6895640	6897163	-	1524	0
GUL01G000526	GWHHCNU00000001.1	6897638	6898159	-	522	0
GUL01G000527	GWHHCNU00000001.1	6901084	6904599	+	3516	0
GUL01G000528	GWHHCNU00000001.1	6905950	6906606	+	657	0
GUL01G000529	GWHHCNU00000001.1	6908964	6909281	+	318	0
GUL01G000530	GWHHCNU00000001.1	6909794	6910893	+	1100	0
GUL01G000531	GWHHCNU00000001.1	6933727	6933972	+	246	0
GUL01G000532	GWHHCNU00000001.1	6979062	6984878	+	5817	4
GUL01G000533	GWHHCNU00000001.1	7031342	7036656	+	5315	769
GUL01G000534	GWHHCNU00000001.1	7111353	7113295	+	1943	22
GUL01G000535	GWHHCNU00000001.1	7131108	7153438	+	22331	2665
GUL01G000536	GWHHCNU00000001.1	7163637	7163912	+	276	0
GUL01G000537	GWHHCNU00000001.1	7179464	7180966	+	1503	0
GUL01G000538	GWHHCNU00000001.1	7181678	7182245	+	568	0
GUL01G000539	GWHHCNU00000001.1	7182722	7185039	+	2318	0
GUL01G000540	GWHHCNU00000001.1	7185448	7185984	+	537	0
GUL01G000541	GWHHCNU00000001.1	7186177	7186713	-	537	0
GUL01G000542	GWHHCNU00000001.1	7203969	7208445	+	4477	0
GUL01G000543	GWHHCNU00000001.1	7208599	7209212	+	614	0
GUL01G000544	GWHHCNU00000001.1	7210169	7211276	+	1108	0
GUL01G000545	GWHHCNU00000001.1	7221020	7222260	-	1241	0
GUL01G000546	GWHHCNU00000001.1	7223758	7224042	-	285	12
GUL01G000547	GWHHCNU00000001.1	7225590	7227547	+	1958	0
GUL01G000548	GWHHCNU00000001.1	7227889	7230307	+	2419	6
GUL01G000549	GWHHCNU00000001.1	7301131	7301382	+	252	0
GUL01G000550	GWHHCNU00000001.1	7305494	7306312	+	819	0
GUL01G000551	GWHHCNU00000001.1	7307021	7307914	+	894	0
GUL01G000552	GWHHCNU00000001.1	7312355	7316389	+	4035	0
GUL01G000553	GWHHCNU00000001.1	7328101	7336302	+	8202	0
GUL01G000554	GWHHCNU00000001.1	7336506	7337855	+	1350	0
GUL01G000555	GWHHCNU00000001.1	7350371	7350690	+	320	0
GUL01G000556	GWHHCNU00000001.1	7356941	7358371	+	1431	0
GUL01G000557	GWHHCNU00000001.1	7358575	7359924	+	1350	0
GUL01G000558	GWHHCNU00000001.1	7360480	7361511	+	1032	0
GUL01G000559	GWHHCNU00000001.1	7365146	7366000	+	855	0
GUL01G000560	GWHHCNU00000001.1	7368190	7368435	+	246	0
GUL01G000561	GWHHCNU00000001.1	7371871	7372298	+	428	0
GUL01G000562	GWHHCNU00000001.1	7372623	7372832	+	210	0
GUL01G000563	GWHHCNU00000001.1	7426464	7428752	-	2289	0
GUL01G000564	GWHHCNU00000001.1	7449313	7449735	+	423	0
GUL01G000565	GWHHCNU00000001.1	7579063	7583592	+	4530	0
GUL01G000566	GWHHCNU00000001.1	7596327	7597116	+	790	0
GUL01G000567	GWHHCNU00000001.1	7597146	7597373	+	228	0
GUL01G000568	GWHHCNU00000001.1	7597735	7597956	+	222	0
GUL01G000569	GWHHCNU00000001.1	7598284	7598920	+	637	0
GUL01G000570	GWHHCNU00000001.1	7599114	7599618	+	505	0
GUL01G000571	GWHHCNU00000001.1	7599943	7600170	+	228	0
GUL01G000572	GWHHCNU00000001.1	7604329	7605438	+	1110	0
GUL01G000573	GWHHCNU00000001.1	7605589	7605798	+	210	0
GUL01G000574	GWHHCNU00000001.1	7607818	7608675	-	858	0
GUL01G000575	GWHHCNU00000001.1	7612997	7613203	+	207	0
GUL01G000576	GWHHCNU00000001.1	7618931	7619131	+	201	0
GUL01G000577	GWHHCNU00000001.1	7624635	7626095	-	1461	0
GUL01G000578	GWHHCNU00000001.1	7639392	7642022	+	2631	0
GUL01G000579	GWHHCNU00000001.1	7644082	7645224	+	1143	0
GUL01G000580	GWHHCNU00000001.1	7646907	7651059	-	4153	0
GUL01G000581	GWHHCNU00000001.1	7665841	7666387	+	547	0
GUL01G000582	GWHHCNU00000001.1	7688396	7688952	-	557	0
GUL01G000583	GWHHCNU00000001.1	7689679	7690123	+	445	0
GUL01G000584	GWHHCNU00000001.1	7690735	7690962	-	228	0
GUL01G000585	GWHHCNU00000001.1	7701643	7702311	+	669	0
GUL01G000586	GWHHCNU00000001.1	7702363	7702611	+	249	0
GUL01G000587	GWHHCNU00000001.1	7711530	7711874	-	345	0
GUL01G000588	GWHHCNU00000001.1	7738779	7739771	-	993	0
GUL01G000589	GWHHCNU00000001.1	7740393	7741992	-	1600	0
GUL01G000590	GWHHCNU00000001.1	7742020	7743262	-	1243	0
GUL01G000591	GWHHCNU00000001.1	7775322	7775615	-	294	0
GUL01G000592	GWHHCNU00000001.1	7775856	7776086	-	231	0
GUL01G000593	GWHHCNU00000001.1	7780924	7782241	+	1318	0
GUL01G000594	GWHHCNU00000001.1	7782287	7782721	+	435	0
GUL01G000595	GWHHCNU00000001.1	7783573	7783782	+	210	0
GUL01G000596	GWHHCNU00000001.1	7784328	7786182	-	1855	0
GUL01G000597	GWHHCNU00000001.1	7786210	7787337	-	1128	0
GUL01G000598	GWHHCNU00000001.1	7787843	7789802	-	1960	0
GUL01G000599	GWHHCNU00000001.1	7796586	7808064	+	11479	137
GUL01G000600	GWHHCNU00000001.1	7810700	7811656	+	957	0
GUL01G000601	GWHHCNU00000001.1	7811692	7812300	+	609	0
GUL01G000602	GWHHCNU00000001.1	7812738	7813322	-	585	0
GUL01G000603	GWHHCNU00000001.1	7828583	7828873	+	291	0
GUL01G000604	GWHHCNU00000001.1	7842915	7843603	-	689	0
GUL01G000605	GWHHCNU00000001.1	7847776	7850931	-	3156	0
GUL01G000606	GWHHCNU00000001.1	7852877	7853137	+	261	0
GUL01G000607	GWHHCNU00000001.1	7872772	7875069	+	2298	0
GUL01G000608	GWHHCNU00000001.1	7875683	7876438	+	756	0
GUL01G000609	GWHHCNU00000001.1	7876772	7877611	+	840	0
GUL01G000610	GWHHCNU00000001.1	7888976	7895885	+	6910	3
GUL01G000611	GWHHCNU00000001.1	7901989	7906672	+	4684	577
GUL01G000612	GWHHCNU00000001.1	7924717	7931401	-	6685	6441
GUL01G000613	GWHHCNU00000001.1	7961497	7962286	+	790	0
GUL01G000614	GWHHCNU00000001.1	8013071	8014036	-	966	0
GUL01G000615	GWHHCNU00000001.1	8014289	8015362	+	1074	0
GUL01G000616	GWHHCNU00000001.1	8015451	8015864	+	414	0
GUL01G000617	GWHHCNU00000001.1	8016053	8016427	+	375	0
GUL01G000618	GWHHCNU00000001.1	8016541	8017112	+	572	0
GUL01G000619	GWHHCNU00000001.1	8086758	8088398	-	1641	76
GUL01G000620	GWHHCNU00000001.1	8090017	8093221	+	3205	0
GUL01G000621	GWHHCNU00000001.1	8104265	8122096	+	17832	302
GUL01G000622	GWHHCNU00000001.1	8129066	8129727	+	662	0
GUL01G000623	GWHHCNU00000001.1	8129775	8131999	+	2225	0
GUL01G000624	GWHHCNU00000001.1	8133112	8133555	+	444	0
GUL01G000625	GWHHCNU00000001.1	8133632	8135014	+	1383	0
GUL01G000626	GWHHCNU00000001.1	8138639	8140039	+	1401	0
GUL01G000627	GWHHCNU00000001.1	8146148	8148896	-	2749	0
GUL01G000628	GWHHCNU00000001.1	8149929	8152302	+	2374	0
GUL01G000629	GWHHCNU00000001.1	8182692	8183150	-	459	0
GUL01G000630	GWHHCNU00000001.1	8193457	8193856	-	400	0
GUL01G000631	GWHHCNU00000001.1	8193621	8197367	-	3747	2
GUL01G000632	GWHHCNU00000001.1	8201747	8202253	+	507	0
GUL01G000633	GWHHCNU00000001.1	8202410	8202847	+	438	0
GUL01G000634	GWHHCNU00000001.1	8352985	8353608	+	624	0
GUL01G000635	GWHHCNU00000001.1	8425989	8430084	-	4096	46
GUL01G000636	GWHHCNU00000001.1	8433641	8434931	-	1291	0
GUL01G000637	GWHHCNU00000001.1	8442361	8444219	-	1859	1
GUL01G000638	GWHHCNU00000001.1	8444857	8445279	-	423	0
GUL01G000639	GWHHCNU00000001.1	8480997	8482487	-	1491	0
GUL01G000640	GWHHCNU00000001.1	8497916	8498161	+	246	0
GUL01G000641	GWHHCNU00000001.1	8550851	8551204	-	354	0
GUL01G000642	GWHHCNU00000001.1	8571613	8573457	-	1845	0
GUL01G000643	GWHHCNU00000001.1	8582047	8582307	-	261	0
GUL01G000644	GWHHCNU00000001.1	8591992	8592213	-	222	0
GUL01G000645	GWHHCNU00000001.1	8594403	8594780	-	378	0
GUL01G000646	GWHHCNU00000001.1	8594932	8595419	+	488	0
GUL01G000647	GWHHCNU00000001.1	8595507	8596556	-	1050	0
GUL01G000648	GWHHCNU00000001.1	8597890	8599482	-	1593	0
GUL01G000649	GWHHCNU00000001.1	8600864	8603493	-	2630	0
GUL01G000650	GWHHCNU00000001.1	8662225	8662959	-	735	9
GUL01G000651	GWHHCNU00000001.1	8710378	8710683	+	306	0
GUL01G000652	GWHHCNU00000001.1	8775580	8775885	+	306	0
GUL01G000653	GWHHCNU00000001.1	8804710	8805335	+	626	0
GUL01G000654	GWHHCNU00000001.1	8822842	8823195	+	354	0
GUL01G000655	GWHHCNU00000001.1	8899444	8905261	+	5818	659
GUL01G000656	GWHHCNU00000001.1	8906058	8906285	+	228	0
GUL01G000657	GWHHCNU00000001.1	8906410	8913061	-	6652	0
GUL01G000658	GWHHCNU00000001.1	8913830	8914378	-	549	0
GUL01G000659	GWHHCNU00000001.1	8914439	8915053	-	615	0
GUL01G000660	GWHHCNU00000001.1	8935564	8935818	-	255	0
GUL01G000661	GWHHCNU00000001.1	8936006	8936371	-	366	0
GUL01G000662	GWHHCNU00000001.1	8940970	8941423	-	454	0
GUL01G000663	GWHHCNU00000001.1	8982582	8983163	-	582	0
GUL01G000664	GWHHCNU00000001.1	8991768	8995836	+	4069	365
GUL01G000665	GWHHCNU00000001.1	8997201	8997567	-	367	191
GUL01G000666	GWHHCNU00000001.1	9050478	9050964	+	487	0
GUL01G000667	GWHHCNU00000001.1	9053275	9053946	-	672	0
GUL01G000668	GWHHCNU00000001.1	9054428	9055509	-	1082	0
GUL01G000669	GWHHCNU00000001.1	9055870	9056208	-	339	0
GUL01G000670	GWHHCNU00000001.1	9056596	9056847	-	252	0
GUL01G000671	GWHHCNU00000001.1	9264525	9265208	-	684	0
GUL01G000672	GWHHCNU00000001.1	9279470	9280638	+	1169	0
GUL01G000673	GWHHCNU00000001.1	9281178	9281432	+	255	0
GUL01G000674	GWHHCNU00000001.1	9287226	9287525	+	300	0
GUL01G000675	GWHHCNU00000001.1	9287567	9288928	+	1362	0
GUL01G000676	GWHHCNU00000001.1	9522759	9523010	+	252	0
GUL01G000677	GWHHCNU00000001.1	9548854	9549144	+	291	0
GUL01G000678	GWHHCNU00000001.1	9549664	9550818	-	1155	0
GUL01G000679	GWHHCNU00000001.1	9551453	9552085	-	633	0
GUL01G000680	GWHHCNU00000001.1	9555225	9558258	+	3034	0
GUL01G000681	GWHHCNU00000001.1	9559525	9560406	+	882	0
GUL01G000682	GWHHCNU00000001.1	9560521	9560778	+	258	0
GUL01G000683	GWHHCNU00000001.1	9634262	9634510	+	249	0
GUL01G000684	GWHHCNU00000001.1	9677769	9679289	+	1521	0
GUL01G000685	GWHHCNU00000001.1	9698834	9699165	+	332	0
GUL01G000686	GWHHCNU00000001.1	9699314	9701574	+	2261	0
GUL01G000687	GWHHCNU00000001.1	9835093	9836493	-	1401	0
GUL01G000688	GWHHCNU00000001.1	9836524	9837132	-	609	0
GUL01G000689	GWHHCNU00000001.1	9955062	9955355	+	294	0
GUL01G000690	GWHHCNU00000001.1	9963745	9966344	+	2600	0
GUL01G000691	GWHHCNU00000001.1	9966551	9966823	+	273	0
GUL01G000692	GWHHCNU00000001.1	9985402	9985683	+	282	0
GUL01G000693	GWHHCNU00000001.1	10044951	10047526	+	2576	0
GUL01G000694	GWHHCNU00000001.1	10121176	10122158	-	983	0
GUL01G000695	GWHHCNU00000001.1	10146677	10149927	+	3251	25
GUL01G000696	GWHHCNU00000001.1	10152582	10152818	+	237	0
GUL01G000697	GWHHCNU00000001.1	10257439	10257693	-	255	0
GUL01G000698	GWHHCNU00000001.1	10257718	10257924	-	207	0
GUL01G000699	GWHHCNU00000001.1	10448960	10449964	-	1005	0
GUL01G000700	GWHHCNU00000001.1	10506447	10507175	+	729	24
GUL01G000701	GWHHCNU00000001.1	10576088	10581968	+	5881	27
GUL01G000702	GWHHCNU00000001.1	10606499	10606738	-	240	0
GUL01G000703	GWHHCNU00000001.1	10608461	10609386	+	926	5
GUL01G000704	GWHHCNU00000001.1	10622082	10622456	+	375	0
GUL01G000705	GWHHCNU00000001.1	10645295	10647735	+	2441	0
GUL01G000706	GWHHCNU00000001.1	10646826	10647050	-	225	0
GUL01G000707	GWHHCNU00000001.1	10647786	10648790	+	1005	0
GUL01G000708	GWHHCNU00000001.1	10753195	10753431	-	237	0
GUL01G000709	GWHHCNU00000001.1	10756097	10759344	-	3248	105
GUL01G000710	GWHHCNU00000001.1	10849277	10850908	-	1632	0
GUL01G000711	GWHHCNU00000001.1	10874375	10875011	+	637	0
GUL01G000712	GWHHCNU00000001.1	10876269	10877609	+	1341	0
GUL01G000713	GWHHCNU00000001.1	10877954	10879573	+	1620	0
GUL01G000714	GWHHCNU00000001.1	10889459	10891094	-	1636	0
GUL01G000715	GWHHCNU00000001.1	10891024	10891467	+	444	0
GUL01G000716	GWHHCNU00000001.1	10900652	10902346	-	1695	0
GUL01G000717	GWHHCNU00000001.1	10986396	11006654	+	20259	785
GUL01G000718	GWHHCNU00000001.1	10992014	10993556	+	1543	0
GUL01G000719	GWHHCNU00000001.1	11007278	11007714	+	437	0
GUL01G000720	GWHHCNU00000001.1	11050334	11051271	+	938	23
GUL01G000721	GWHHCNU00000001.1	11052795	11056194	-	3400	10476
GUL01G000722	GWHHCNU00000001.1	11088496	11089037	-	542	0
GUL01G000723	GWHHCNU00000001.1	11100663	11104253	-	3591	0
GUL01G000724	GWHHCNU00000001.1	11111041	11111450	-	410	0
GUL01G000725	GWHHCNU00000001.1	11111578	11112219	+	642	0
GUL01G000726	GWHHCNU00000001.1	11117844	11118143	-	300	0
GUL01G000727	GWHHCNU00000001.1	11122609	11123652	+	1044	0
GUL01G000728	GWHHCNU00000001.1	11128846	11132868	+	4023	0
GUL01G000729	GWHHCNU00000001.1	11140540	11142292	-	1753	0
GUL01G000730	GWHHCNU00000001.1	11142495	11144384	-	1890	0
GUL01G000731	GWHHCNU00000001.1	11144798	11145598	-	801	0
GUL01G000732	GWHHCNU00000001.1	11145740	11146132	-	393	0
GUL01G000733	GWHHCNU00000001.1	11146202	11146726	-	525	0
GUL01G000734	GWHHCNU00000001.1	11211416	11211688	-	273	0
GUL01G000735	GWHHCNU00000001.1	11234105	11234341	-	237	0
GUL01G000736	GWHHCNU00000001.1	11236244	11238837	+	2594	4820
GUL01G000737	GWHHCNU00000001.1	11260695	11261048	+	354	0
GUL01G000738	GWHHCNU00000001.1	11263070	11265089	-	2020	305
GUL01G000739	GWHHCNU00000001.1	11324750	11324974	-	225	0
GUL01G000740	GWHHCNU00000001.1	11413266	11413792	-	527	0
GUL01G000741	GWHHCNU00000001.1	11432075	11433417	+	1343	1206
GUL01G000742	GWHHCNU00000001.1	11472367	11472612	-	246	0
GUL01G000743	GWHHCNU00000001.1	11476256	11477017	+	762	0
GUL01G000744	GWHHCNU00000001.1	11486964	11488328	-	1365	0
GUL01G000745	GWHHCNU00000001.1	11488470	11489498	-	1029	0
GUL01G000746	GWHHCNU00000001.1	11491770	11492096	-	327	7
GUL01G000747	GWHHCNU00000001.1	11524265	11524576	+	312	0
GUL01G000748	GWHHCNU00000001.1	11524655	11525369	+	715	0
GUL01G000749	GWHHCNU00000001.1	11582298	11583859	-	1562	0
GUL01G000750	GWHHCNU00000001.1	11583336	11586028	-	2693	0
GUL01G000751	GWHHCNU00000001.1	11602853	11608779	-	5927	4
GUL01G000752	GWHHCNU00000001.1	11610454	11610723	+	270	0
GUL01G000753	GWHHCNU00000001.1	11616443	11619010	+	2568	0
GUL01G000754	GWHHCNU00000001.1	11661022	11664732	+	3711	0
GUL01G000755	GWHHCNU00000001.1	11705638	11706072	+	435	0
GUL01G000756	GWHHCNU00000001.1	11710294	11710944	+	651	0
GUL01G000757	GWHHCNU00000001.1	11712340	11712711	-	372	0
GUL01G000758	GWHHCNU00000001.1	11712802	11713742	-	941	0
GUL01G000759	GWHHCNU00000001.1	11715053	11715316	-	264	0
GUL01G000760	GWHHCNU00000001.1	11809612	11810527	+	916	0
GUL01G000761	GWHHCNU00000001.1	11865841	11866828	-	988	0
GUL01G000762	GWHHCNU00000001.1	11904644	11904904	-	261	0
GUL01G000763	GWHHCNU00000001.1	11918026	11919051	+	1026	9
GUL01G000764	GWHHCNU00000001.1	11973008	11978709	+	5702	1803
GUL01G000765	GWHHCNU00000001.1	11979553	11982525	+	2973	1
GUL01G000766	GWHHCNU00000001.1	11991785	11991988	+	204	0
GUL01G000767	GWHHCNU00000001.1	12064774	12065076	+	303	0
GUL01G000768	GWHHCNU00000001.1	12065342	12066157	+	816	0
GUL01G000769	GWHHCNU00000001.1	12086451	12086906	+	456	374
GUL01G000770	GWHHCNU00000001.1	12089560	12090939	+	1380	0
GUL01G000771	GWHHCNU00000001.1	12170596	12171353	+	758	0
GUL01G000772	GWHHCNU00000001.1	12180740	12181168	+	429	0
GUL01G000773	GWHHCNU00000001.1	12189681	12190022	+	342	0
GUL01G000774	GWHHCNU00000001.1	12218785	12222159	+	3375	39
GUL01G000775	GWHHCNU00000001.1	12222356	12223221	+	866	0
GUL01G000776	GWHHCNU00000001.1	12226087	12228291	+	2205	1
GUL01G000777	GWHHCNU00000001.1	12296205	12296663	-	459	0
GUL01G000778	GWHHCNU00000001.1	12303775	12313430	-	9656	564
GUL01G000779	GWHHCNU00000001.1	12346016	12348052	-	2037	0
GUL01G000780	GWHHCNU00000001.1	12354558	12354794	+	237	0
