"Geneid","at_id","SYMBOL","functional_group","log2FoldChange","pvalue","padj","GENENAME"
"GUL07G004275","AT4G17500","ERF-1","Hormone: Ethylene",-1.30399393315235,3.60928445517234e-07,1.45384323622673e-06,"Encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ATERF-1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
"GUL06G001342","AT4G37930","SHM1","Hormone: Ethylene",1.28514503092268,5.24930591227878e-07,2.07461698880931e-06,"Encodes a protein with mitochondrial serine hydroxymethyltransferase activity, which functions in the photorespiratory pathway, catalyzes the conversion of serine and tetrahydrofolate to glycine and 5,10-methylene tetrahydrofolate.  Involved in controlling cell damage caused by abiotic stress, such as high light and salt and the hypersensitive defense response of plants."
"GUL06G001342","AT4G37930","SHMT1","Hormone: Ethylene",1.28514503092268,5.24930591227878e-07,2.07461698880931e-06,"Encodes a protein with mitochondrial serine hydroxymethyltransferase activity, which functions in the photorespiratory pathway, catalyzes the conversion of serine and tetrahydrofolate to glycine and 5,10-methylene tetrahydrofolate.  Involved in controlling cell damage caused by abiotic stress, such as high light and salt and the hypersensitive defense response of plants."
"GUL06G001342","AT4G37930","STM","Hormone: Ethylene",1.28514503092268,5.24930591227878e-07,2.07461698880931e-06,"Encodes a protein with mitochondrial serine hydroxymethyltransferase activity, which functions in the photorespiratory pathway, catalyzes the conversion of serine and tetrahydrofolate to glycine and 5,10-methylene tetrahydrofolate.  Involved in controlling cell damage caused by abiotic stress, such as high light and salt and the hypersensitive defense response of plants."
"GUL07G000639","AT1G19220","ARF11","Hormone: Ethylene",-1.37558397839172,1.06636971705413e-06,4.07662180150461e-06,"Encodes an auxin response factor that contains the conserved VP1-B3 DNA-binding domain at its N-terminus and the Aux/IAA-like domains III and IV present in most ARFs at its C-terminus. The protein interacts with IAA1 (yeast two hybrid) and other auxin response elements such as ER7 and ER9 (yeast one hybrid). ARF19 protein can complement many aspects of the arf7 mutant phenotype and , together with ARF7, is involved in the response to ethylene.  In the arf7 arf19 double mutant, several auxin-responsive genes (e.g. IAA5, LBD16, LBD29 and LBD33) are no longer upregulated by auxin."
"GUL07G000639","AT1G19220","ARF19","Hormone: Ethylene",-1.37558397839172,1.06636971705413e-06,4.07662180150461e-06,"Encodes an auxin response factor that contains the conserved VP1-B3 DNA-binding domain at its N-terminus and the Aux/IAA-like domains III and IV present in most ARFs at its C-terminus. The protein interacts with IAA1 (yeast two hybrid) and other auxin response elements such as ER7 and ER9 (yeast one hybrid). ARF19 protein can complement many aspects of the arf7 mutant phenotype and , together with ARF7, is involved in the response to ethylene.  In the arf7 arf19 double mutant, several auxin-responsive genes (e.g. IAA5, LBD16, LBD29 and LBD33) are no longer upregulated by auxin."
"GUL07G000639","AT1G19220","IAA22","Hormone: Ethylene",-1.37558397839172,1.06636971705413e-06,4.07662180150461e-06,"Encodes an auxin response factor that contains the conserved VP1-B3 DNA-binding domain at its N-terminus and the Aux/IAA-like domains III and IV present in most ARFs at its C-terminus. The protein interacts with IAA1 (yeast two hybrid) and other auxin response elements such as ER7 and ER9 (yeast one hybrid). ARF19 protein can complement many aspects of the arf7 mutant phenotype and , together with ARF7, is involved in the response to ethylene.  In the arf7 arf19 double mutant, several auxin-responsive genes (e.g. IAA5, LBD16, LBD29 and LBD33) are no longer upregulated by auxin."
"GUL05G004480","AT5G11190","SHN2","Hormone: Ethylene",3.42929071370257,1.312106086882e-06,4.96883500853958e-06,"encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11."
"GUL06G003985","AT3G49700","ACS9","Hormone: Ethylene",-8.54792535951655,1.31225337012473e-05,4.43312243124173e-05,"encodes a a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family.  Mutants produce elevated levels of ethylene as etiolated seedlings."
"GUL06G003985","AT3G49700","AtACS9","Hormone: Ethylene",-8.54792535951655,1.31225337012473e-05,4.43312243124173e-05,"encodes a a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family.  Mutants produce elevated levels of ethylene as etiolated seedlings."
"GUL06G003985","AT3G49700","ETO3","Hormone: Ethylene",-8.54792535951655,1.31225337012473e-05,4.43312243124173e-05,"encodes a a member of the 1-aminocyclopropane-1-carboxylate (ACC) synthase (S-adenosyl-L-methionine methylthioadenosine-lyase, EC 4.4.1.14) gene family.  Mutants produce elevated levels of ethylene as etiolated seedlings."
"GUL02G001961","AT3G23150","ETR2","Hormone: Ethylene",-8.53421124207977,3.00966109436569e-05,9.71922529460753e-05,"Involved in ethylene perception in Arabidopsis"
"GUL05G003798","AT5G64750","ABR1","Hormone: Ethylene",-2.85615304658961,0.000300744839892446,0.000850170537373912,"Encodes a putative transcription factor containing an AP2 domain. Is a member of the ERF (ethylene response factor) subfamily B-4 of ERF/AP2 transcription factor family.  Expressed in response to ABA, osmotic stress, sugar stress and drought. Mutants are hypersensitive to these stresses. May be involved in regulation of ABA mediated stress response."
"GUL07G000083","AT1G80580",NA,"Hormone: Ethylene",-8.50932175146593,0.00033315523084975,0.000934685508772909,"encodes a member of the ERF (ethylene response factor) subfamily B-1 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 15 members in this subfamily including ATERF-3, ATERF-4, ATERF-7, and leafy petiole."
"GUL06G004301","AT4G23750","CRF2","Hormone: Ethylene",2.04763250655945,0.000346798655032169,0.000970190287296767,"encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily. Monopteros target gene."
"GUL06G004301","AT4G23750","TMO3","Hormone: Ethylene",2.04763250655945,0.000346798655032169,0.000970190287296767,"encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily. Monopteros target gene."
"GUL03G004715","AT2G27050","AtEIL1","Hormone: Ethylene",8.06651787139065,0.000605580388079987,0.0016282602393347,"ethylene-insensitive3-like1 (EIL1)"
"GUL03G004715","AT2G27050","EIL1","Hormone: Ethylene",8.06651787139065,0.000605580388079987,0.0016282602393347,"ethylene-insensitive3-like1 (EIL1)"
"GUL02G003378","AT3G23230","AtTDR1","Hormone: Ethylene",-3.21843368824634,0.00153329721477025,0.00384979166671165,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
"GUL02G003378","AT3G23230","TDR1","Hormone: Ethylene",-3.21843368824634,0.00153329721477025,0.00384979166671165,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
"GUL04G003223","AT5G53290","CRF3","Hormone: Ethylene",4.2184540452049,0.00222353050724278,0.00541604895189158,"encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily."
"GUL05G003197","AT4G11140","CRF1","Hormone: Ethylene",4.58312908078746,0.00267540384478009,0.00642238229288319,"encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.  Also named as CRF1 (cytokinin response factor 1)."
"GUL05G000476","AT4G11140","CRF1","Hormone: Ethylene",6.72894297124377,0.00617833242334454,0.0138340308973766,"encodes a member of the ERF (ethylene response factor) subfamily B-5 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 7 members in this subfamily.  Also named as CRF1 (cytokinin response factor 1)."
"GUL04G005315","AT3G04580","EIN4","Hormone: Ethylene",-1.01263949245995,0.00675867636895746,0.0150156779327712,"Ethylene receptor, subfamily 2. Has serine kinase activity."
"GUL04G004309","AT3G23240","AtERF#092","Hormone: Ethylene",6.07914758984431,0.00878024473430125,0.0190365323775579,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family (ERF1). The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5. EREBP like protein that binds GCC box of ethylene regulated promoters such as basic chitinases. Constitutive expression of ERF1 phenocopies ethylene over production. Involved in ethylene signaling cascade,downstream of EIN2 and EIN3."
"GUL01G002099","AT2G44840","EREBP","Hormone: Ethylene",-6.05221558398059,0.0161189329284316,0.0329645005301638,"encodes a member of the ERF (ethylene response factor) subfamily B-3 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 18 members in this subfamily including ATERF-1, ATERF-2, AND ATERF-5."
"GUL01G004392","AT1G15360","AtSHN1","Hormone: Ethylene",7.15068121643319,0.0182672282382422,0.0369028383118921,"Encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11. This gene is involved in wax biosynthesis. Over-expression of the gene results in glossy leaf phenotype and increased drought tolerance. Two closely related genes, AT5G25390 and AT5G11190 have similar phenotypes when over-expressed. Strong expression levels in flowers. Binds to the promoter of LACS2."
"GUL01G004392","AT1G15360","SHN1","Hormone: Ethylene",7.15068121643319,0.0182672282382422,0.0369028383118921,"Encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11. This gene is involved in wax biosynthesis. Over-expression of the gene results in glossy leaf phenotype and increased drought tolerance. Two closely related genes, AT5G25390 and AT5G11190 have similar phenotypes when over-expressed. Strong expression levels in flowers. Binds to the promoter of LACS2."
"GUL01G004392","AT1G15360","WIN1","Hormone: Ethylene",7.15068121643319,0.0182672282382422,0.0369028383118921,"Encodes a member of the ERF (ethylene response factor) subfamily B-6 of ERF/AP2 transcription factor family. The protein contains one AP2 domain. There are 12 members in this subfamily including RAP2.11. This gene is involved in wax biosynthesis. Over-expression of the gene results in glossy leaf phenotype and increased drought tolerance. Two closely related genes, AT5G25390 and AT5G11190 have similar phenotypes when over-expressed. Strong expression levels in flowers. Binds to the promoter of LACS2."
"GUL02G001932","AT1G03400",NA,"Hormone: Ethylene",-5.91329922031512,0.0221133513166206,0.0437472175853474,"A single copy gene that encodes a protein with sequence similarity to tomato E8 (ACC oxidase, the last step in ethylene biosynthesis) involved in ethylene synthesis and fruit ripening in tomato. This gene is not induced by ethylene in siliques. The transcript is found in siliques, etiolated seedlings, leaves, stems and flowers."
"GUL03G004663","AT3G45140","ATLOX2","Hormone: Jasmonic Acid",2.27092155784278,5.18068257509965e-291,9.48876809258737e-289,"Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
"GUL03G004663","AT3G45140","LOX2","Hormone: Jasmonic Acid",2.27092155784278,5.18068257509965e-291,9.48876809258737e-289,"Chloroplast lipoxygenase required for wound-induced jasmonic acid accumulation in Arabidopsis.Mutants are resistant to Staphylococcus aureus and accumulate salicylic acid upon infection."
